9,487
322,6
195,43
372,391
251,158
411,180
145,332
43,430
389,116
467,216
241,338
37,470
360,61
353,133
13,77
236,430
31,450
477,163
479,268
84,296
318,363
363,112
165,390
74,47
260,90
475,134
450,25
142,78
489,449
275,128
398,48
378,155
27,423
483,79
119,15
160,423
284,209
352,500
79,47
344,432
115,140
419,201
56,350
476,458
493,246
226,499
121,483
431,227
249,355
411,467
267,161
157,370
433,81
171,63
186,304
168,28
193,310
143,67
410,326
235,339
417,348
220,125
275,373
450,359
52,238
393,44
382,498
456,247
439,311
386,420
417,476
483,354
304,367
240,166
119,479
229,402
150,437
273,121
367,138
490,248
479,335
54,179
53,487
111,367
246,362
479,167
277,335
285,496
465,405
397,207
254,113
455,382
308,254
345,320
21,499
478,413
356,1
150,442
185,6
89,409
276,291
61,85
343,434
399,376
431,156
440,315
60,98
137,5
196,31
221,10
97,309
423,231
106,376
241,266
337,174
369,49
192,484
326,86
406,465
138,81
20,216
389,386
373,145
72,270
115,453
296,246
231,120
10,88
75,245
227,304
496,340
500,278
293,147
203,9
404,261
456,403
275,117
328,125
97,196
31,310
189,462
288,177
359,204
264,438
289,477
321,14
226,141
116,492
56,21
262,333
184,77
243,240
471,217
485,263
195,88
55,85
72,55
85,152
220,414
45,71
339,32
46,405
93,15
197,145
465,388
226,95
347,230
252,326
36,393
221,182
364,59
442,303
147,382
188,23
9,281
30,77
72,302
210,308
447,475
483,500
367,269
452,61
457,318
56,396
324,437
40,11
267,27
249,174
396,178
341,345
289,123
67,27
93,144
450,128
203,182
103,331
364,177
155,444
90,80
75,307
422,205
36,87
160,283
105,102
36,244
309,466
282,196
414,371
203,400
70,46
358,8
467,247
148,310
221,328
377,263
379,139
45,475
407,488
398,357
218,245
32,472
170,167
127,234
461,414
331,461
410,357
321,420
9,386
30,419
166,364
170,229
483,25
476,290
131,73
431,431
325,400
29,370
483,253
121,389
326,262
304,174
473,15
155,235
495,488
49,401
92,158
385,449
96,295
497,136
140,469
248,316
348,266
276,67
194,211
74,41
75,432
384,371
44,124
138,257
143,159
57,206
204,84
262,355
297,327
332,187
405,448
350,18
50,360
166,126
254,274
93,161
94,36
229,296
155,234
296,475
55,310
112,332
77,341
207,257
33,173
398,144
20,36
149,266
191,63
315,285
157,282
270,16
149,16
200,451
150,132
439,74
25,158
306,236
121,106
128,301
118,280
168,500
216,3
253,389
266,72
484,385
440,326
316,431
146,245
47,120
19,134
196,430
364,161
276,362
148,303
335,255
497,69
140,272
394,315
281,419
453,422
307,118
407,400
289,396
271,419
214,408
51,38
464,30
328,394
66,193
257,416
308,337
41,348
161,243
187,233
222,163
94,486
160,136
228,216
89,356
122,104
87,95
414,461
489,312
262,449
435,327
273,482
482,359
194,99
422,357
432,140
495,161
197,278
376,321
69,113
153,267
205,9
232,440
100,409
63,199
83,125
79,466
217,348
154,94
83,1
446,142
494,110
337,226
87,498
347,479
485,271
460,46
268,453
159,468
199,351
324,199
146,150
82,430
364,301
206,425
177,218
246,6
151,215
478,429
83,310
420,408
468,140
176,443
191,40
39,54
461,102
121,351
134,441
133,494
469,73
121,446
382,88
200,6
132,193
90,444
23,497
429,301
254,391
279,189
273,184
360,397
225,4
374,285
51,99
79,116
391,165
29,443
38,206
208,388
171,184
309,441
103,483
51,209
26,39
300,141
153,482
410,72
387,456
349,169
85,465
324,164
162,465
180,90
411,479
205,339
282,170
279,287
462,341
362,464
255,277
435,331
53,192
444,134
460,362
311,250
163,137
70,11
299,259
423,339
463,400
65,295
368,434
233,226
333,293
69,474
452,130
469,278
67,362
294,116
9,404
428,295
242,286
135,292
382,397
429,292
41,344
9,486
88,458
422,147
210,215
231,172
479,45
423,246
236,353
300,250
30,27
408,441
143,92
145,128
112,301
107,488
442,80
205,320
208,342
221,436
261,340
172,496
173,366
281,453
29,264
427,10
62,397
352,198
22,31
482,328
201,143
477,201
425,310
395,384
417,107
133,195
459,150
221,170
366,256
5,281
354,267
331,209
340,265
382,323
62,94
207,274
85,310
494,354
369,208
86,122
289,193
356,124
132,234
320,83
250,300
328,95
306,108
150,438
347,451
346,339
424,185
244,498
478,151
413,108
450,420
284,23
246,494
366,409
414,488
51,362
373,383
89,41
181,473
321,319
185,295
232,34
419,465
7,290
357,450
106,84
369,500
80,110
69,304
291,116
7,90
242,23
194,381
151,418
357,199
304,140
293,31
449,375
264,276
117,89
153,16
491,463
16,257
242,4
312,182
327,439
222,2
347,224
108,422
150,171
124,115
13,445
426,261
422,367
24,90
395,450
302,327
203,153
58,25
366,103
260,78
362,492
382,27
55,493
363,297
38,97
459,469
309,198
335,409
488,207
226,47
317,21
192,37
457,360
70,305
267,26
65,90
498,303
199,265
190,238
89,226
187,98
239,434
233,362
194,25
268,279
306,92
157,96
473,251
60,454
311,414
259,195
443,268
192,389
8,7
381,374
359,274
369,141
492,172
37,313
291,175
365,483
79,467
273,392
139,401
378,77
318,475
65,27
466,15
313,108
178,86
365,205
324,153
375,242
467,47
346,143
190,20
255,466
99,408
7,260
382,128
106,492
84,347
150,94
451,389
349,238
71,138
282,399
185,315
125,327
185,395
122,164
167,156
168,176
493,288
490,165
357,95
207,229
181,393
290,458
343,165
306,4
11,455
257,428
405,434
65,76
198,383
428,40
114,406
482,211
421,37
103,328
385,236
355,434
262,489
153,123
381,489
301,27
129,440
303,342
50,125
74,402
111,382
337,189
396,325
179,205
50,105
119,376
315,356
454,373
235,33
383,38
214,313
369,311
343,487
55,470
399,199
116,187
83,334
57,197
44,284
145,245
443,491
270,8
349,58
110,18
474,231
422,334
69,23
191,72
292,257
322,126
178,321
346,9
42,368
373,444
118,89
84,291
402,58
109,136
94,80
254,329
215,17
377,290
386,439
326,270
401,269
325,24
152,61
434,177
148,13
474,236
288,291
309,440
67,461
499,175
137,302
24,55
419,460
410,75
216,274
213,18
159,444
30,301
317,85
22,140
309,484
29,41
492,13
313,239
450,499
69,388
308,283
241,436
236,481
201,327
343,494
320,176
406,39
65,21
54,466
422,20
92,141
1,469
50,343
182,279
402,25
495,304
361,97
81,365
251,308
72,209
476,82
359,382
293,285
269,261
385,107
56,186
197,262
377,274
206,156
211,172
204,109
137,336
283,145
16,447
451,284
359,491
447,276
322,421
465,167
193,422
359,392
128,150
421,27
356,364
433,9
371,40
81,154
7,4
285,395
24,317
336,128
62,186
401,137
405,297
321,435
43,177
467,147
362,495
181,426
69,447
487,429
381,42
338,229
386,31
196,306
491,242
248,211
85,334
118,266
112,144
247,303
470,342
153,496
182,47
466,464
427,264
389,13
187,381
500,195
256,258
471,323
2,98
458,412
340,256
245,297
500,388
392,26
14,369
439,100
82,482
253,336
76,293
340,274
418,202
11,388
76,394
305,120
216,249
487,447
98,500
131,36
484,154
249,247
78,247
140,331
15,82
210,363
283,4
94,163
413,299
326,401
122,311
116,286
456,434
364,364
498,229
11,343
493,150
373,109
300,51
92,209
60,453
484,420
281,283
133,418
2,144
480,223
115,462
43,341
390,57
15,216
397,315
468,20
103,222
260,100
306,34
192,368
268,329
239,60
344,244
244,468
498,53
320,361
22,124
91,19
55,217
180,164
116,473
265,484
183,154
324,344
55,26
282,314
197,18
457,6
98,179
106,309
170,52
453,395
281,482
439,321
410,285
487,110
198,226
269,450
485,115
467,386
481,125
380,128
125,104
72,187
371,8
465,379
364,396
465,275
376,28
20,303
22,453
168,274
213,294
22,73
462,392
303,260
240,420
393,25
418,327
190,175
471,133
26,345
345,19
362,303
267,448
272,213
326,209
24,288
122,67
379,173
397,112
329,352
405,456
491,139
430,434
121,43
249,231
367,2
166,138
288,290
42,251
1,169
343,34
400,290
239,452
437,168
64,190
488,396
220,415
114,7
147,153
218,304
289,224
90,432
279,169
467,285
335,393
413,395
57,211
294,260
183,452
142,355
472,171
237,245
70,109
473,146
434,500
277,460
134,360
424,35
355,264
202,386
242,8
487,183
214,95
376,395
274,36
452,17
457,498
47,87
352,19
44,304
25,156
122,438
390,441
303,387
217,187
55,301
15,51
429,197
344,154
298,355
87,493
80,241
318,414
33,213
356,20
37,204
453,22
51,211
439,5
142,278
410,332
292,106
380,478
443,59
379,20
421,185
195,135
382,387
302,458
90,67
163,451
302,160
459,288
487,329
76,309
279,285
448,468
144,25
361,87
102,177
356,453
200,402
273,192
18,322
211,242
248,420
25,18
453,268
159,242
90,361
413,135
19,333
440,498
268,327
432,26
271,262
222,126
224,395
252,220
329,254
164,475
470,430
114,228
367,141
437,132
167,498
127,116
436,38
66,96
124,413
337,126
407,213
132,68
76,176
175,142
268,164
281,372
104,383
101,448
47,461
119,107
492,398
234,419
352,499
334,410
323,208
155,433
79,117
257,493
474,101
244,267
124,393
456,54
94,222
191,295
448,380
182,209
467,306
177,424
117,355
52,349
463,222
232,343
444,121
382,341
9,282
73,105
116,279
294,34
454,386
436,463
22,373
140,153
135,161
49,255
405,314
199,66
461,190
246,165
371,73
397,259
356,161
224,212
222,142
215,271
130,455
412,85
198,265
334,415
477,96
488,230
146,33
93,354
93,120
319,151
119,162
359,267
468,21
295,147
43,33
214,450
346,93
31,47
305,163
152,404
323,355
225,2
164,431
312,52
130,49
256,223
264,485
41,215
437,383
350,202
183,412
473,494
402,325
178,149
275,262
131,279
471,65
103,229
300,259
179,409
191,254
210,466
360,178
143,146
110,458
424,248
191,300
458,26
19,323
112,200
155,139
497,27
6,209
420,455
244,99
371,377
246,351
269,1
322,194
435,429
204,24
64,475
203,295
215,298
88,53
365,349
321,187
466,64
470,116
48,106
241,293
323,2
333,474
479,134
214,144
195,36
134,452
296,373
244,335
500,313
342,85
199,294
225,341
497,285
293,177
423,153
276,423
173,360
139,354
150,313
55,86
92,384
244,461
121,240
461,32
168,296
67,278
438,345
453,151
54,214
85,56
18,283
118,447
22,351
88,235
24,15
276,366
359,486
172,132
446,223
263,2
159,254
289,422
467,408
110,246
225,59
82,396
243,411
305,77
374,246
486,478
226,108
488,174
280,186
196,60
6,273
355,232
40,100
398,495
147,440
83,313
200,128
485,350
398,52
153,27
245,230
450,453
389,199
404,426
254,185
26,413
317,282
242,364
482,316
224,486
110,231
329,91
83,384
334,97
264,58
441,326
276,379
94,431
463,495
366,183
99,24
260,136
54,125
499,397
319,189
434,141
99,405
198,240
405,420
486,221
421,45
431,326
293,55
53,157
97,10
351,391
234,224
431,479
438,104
198,337
109,243
363,449
215,339
172,399
297,303
137,227
198,104
125,143
196,8
303,45
185,203
144,118
265,282
113,411
458,429
234,115
200,287
283,476
495,155
437,137
297,204
206,487
3,326
408,92
226,431
127,6
212,392
40,219
90,88
463,215
188,276
309,485
406,445
264,76
174,406
412,5
147,44
8,197
181,498
152,396
337,50
76,385
39,129
137,356
492,432
139,15
131,354
184,340
206,39
66,251
433,143
246,161
317,158
165,354
499,399
119,299
403,293
144,98
487,443
229,449
17,180
354,65
496,480
399,194
173,497
391,266
401,211
467,487
14,289
209,196
222,288
252,19
51,106
454,191
153,365
499,471
380,270
117,55
315,265
241,492
263,265
119,436
19,229
470,62
407,397
362,481
179,263
427,354
52,444
336,288
83,234
274,296
289,154
325,353
20,1
351,11
189,190
435,236
167,445
500,361
500,183
403,379
436,156
426,482
346,76
226,68
402,400
310,316
189,187
312,442
43,490
411,322
151,464
5,242
247,429
379,2
223,494
233,312
126,141
178,94
347,20
451,148
334,183
223,255
373,463
331,339
478,189
447,365
448,5
309,87
452,286
351,246
34,86
281,28
292,421
372,471
264,107
166,51
153,215
375,36
312,88
139,448
27,318
297,446
102,413
153,464
165,280
401,185
33,361
276,304
402,323
371,402
173,204
122,489
411,138
236,357
336,214
75,335
119,409
204,301
94,433
90,244
63,461
55,420
316,170
482,445
32,41
7,408
108,466
148,369
268,69
47,436
166,48
136,43
496,330
69,18
103,296
87,245
94,128
256,218
488,26
333,248
408,496
302,318
112,273
199,44
426,49
481,274
300,453
378,233
141,173
320,408
268,292
270,111
264,125
451,137
100,202
29,66
177,465
72,176
171,406
170,294
394,141
230,461
258,473
133,323
490,354
44,474
376,381
404,266
467,398
42,283
112,263
370,71
377,260
99,298
178,487
148,461
8,301
40,127
294,450
423,170
243,344
71,460
336,110
491,19
257,7
402,104
428,329
302,133
314,93
439,286
302,136
58,445
345,78
485,120
364,404
412,330
296,480
157,351
308,120
310,290
171,476
221,173
55,119
368,244
428,207
221,278
282,147
496,136
169,400
346,436
77,44
17,165
125,185
27,288
179,347
451,152
361,241
33,137
98,345
385,475
58,106
411,339
39,350
146,96
75,201
495,123
450,195
426,83
1,102
390,399
55,435
420,443
267,314
291,82
101,129
197,75
496,159
490,221
469,447
259,406
310,174
352,350
442,196
2,352
26,320
86,309
4,111
315,120
287,236
437,279
438,62
196,415
273,110
279,495
149,74
300,378
131,411
